,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
237,238,60,RL,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,402,0,594,GasA,Ex,Y,SBrkr,6.921658184151129,730,0,7.463936604468925,0,0,2,1,3,1,Gd,Typ,0,457,Y,370,70,0,238,0,0,0,2,2010,WD,Normal,12.178187442040638
238,239,20,RL,12030,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0,0,1694,GasA,Ex,Y,SBrkr,7.434847875211999,0,0,7.434847875211999,0,0,2,0,3,1,Gd,Typ,0,818,Y,168,228,0,0,0,0,0,12,2007,New,Partial,12.669806661762314
239,240,50,RL,8741,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,94,0,641,GasA,TA,Y,FuseA,6.682108597449809,689,0,7.304515946460155,0,0,1,1,3,1,TA,Typ,1,220,Y,0,140,0,0,0,0,0,4,2010,WD,Normal,11.635143097694478
240,241,20,FV,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1078,0,488,GasA,Ex,Y,SBrkr,7.356279876550748,0,0,7.356279876550748,1,0,2,0,3,1,Gd,Typ,0,750,Y,144,168,0,0,0,0,0,4,2010,WD,Normal,12.478006361013815
241,242,30,RM,3880,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,329,0,357,GasA,Gd,Y,SBrkr,6.763884908562435,0,0,6.763884908562435,0,0,1,0,2,1,Gd,Typ,0,0,Y,58,42,0,0,0,0,0,8,2007,WD,Normal,11.612770799939945
242,243,50,RM,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,540,GasA,Gd,N,FuseA,6.790097235513905,551,0,7.272398392570047,0,0,1,0,3,1,TA,Typ,0,352,Y,0,0,77,0,0,0,0,4,2006,WD,Normal,11.27720313144916
243,244,160,RL,10762,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,0,0,626,GasA,TA,Y,SBrkr,6.439350371100098,591,0,7.104144092987527,0,0,1,1,3,1,TA,Typ,1,288,Y,0,28,0,0,0,0,0,4,2009,WD,Normal,11.695247021764184
244,245,60,RL,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,695,0,253,GasA,Ex,Y,SBrkr,7.108244139731541,888,0,7.6544432264701125,1,0,2,1,3,1,Gd,Typ,2,463,Y,0,130,0,0,0,0,0,5,2010,WD,Normal,12.230765258120545
245,246,20,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,929,0,916,GasA,Gd,Y,SBrkr,7.534762657037537,0,0,7.534762657037537,0,1,2,0,3,1,TA,Typ,1,604,Y,197,39,0,0,0,0,0,6,2006,WD,Normal,12.394624752074764
246,247,190,RM,9142,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,TA,Fa,Stone,0,0,1020,GasA,Gd,N,FuseP,6.811244378601294,1020,0,7.564238475170491,0,0,2,0,4,2,Fa,Typ,0,440,Y,0,60,112,0,0,0,0,4,2006,WD,Normal,11.827736204810263
247,248,20,RL,11310,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,0,0,1367,GasA,Ex,Y,SBrkr,7.226209010100671,0,0,7.226209010100671,0,0,1,0,2,1,TA,Typ,1,451,Y,0,30,0,0,0,0,0,6,2006,WD,Normal,11.84939770159144
248,249,60,RL,11317,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,840,GasA,Ex,Y,SBrkr,6.733401891837359,828,0,7.419380582918692,0,0,2,1,3,1,Gd,Typ,0,500,Y,144,68,0,0,0,0,0,9,2007,WD,Normal,12.100712129872347
249,250,50,RL,159000,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,Gd,TA,CBlock,697,0,747,GasA,Gd,Y,SBrkr,7.275172319452771,700,0,7.670428522190693,0,1,2,0,4,1,Gd,Typ,2,389,Y,0,98,0,0,0,0,500,6,2007,WD,Normal,12.531772785169476
250,251,30,RL,5350,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,TA,Po,CBlock,0,0,728,GasA,Ex,Y,SBrkr,7.174724309836376,0,0,7.174724309836376,0,0,1,0,3,1,Fa,Mod,0,0,Y,263,0,0,0,0,0,450,5,2010,WD,Normal,11.245046019814627
251,252,120,RM,4750,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1573,0,0,GasA,Ex,Y,SBrkr,7.393263094763838,0,0,7.393263094763838,1,1,2,0,2,1,Gd,Typ,1,538,Y,123,0,0,0,153,0,0,12,2007,WD,Family,12.367340793126296
252,253,60,RL,8366,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,798,GasA,Ex,Y,SBrkr,6.682108597449809,842,0,7.402451520818244,0,0,2,1,3,1,Gd,Typ,0,520,Y,138,45,0,0,0,0,0,12,2008,WD,Normal,12.061046873479915
253,254,80,RL,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,270,580,452,GasA,Ex,Y,SBrkr,7.171656822768514,0,0,7.171656822768514,0,1,2,0,3,1,Gd,Min1,0,309,Y,333,0,0,0,0,0,0,10,2007,CWD,Normal,11.970350312009105
254,255,20,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,922,0,392,GasA,TA,Y,SBrkr,7.1808311990445555,0,0,7.1808311990445555,1,0,1,0,3,1,TA,Typ,0,294,Y,250,0,0,0,0,0,0,6,2010,WD,Normal,11.884489021402711
255,256,60,RL,8738,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,975,GasA,Ex,Y,SBrkr,6.912742820493176,1286,0,7.736743682453495,0,0,2,1,4,1,Gd,Typ,1,429,Y,192,0,0,0,0,0,0,2,2006,WD,Normal,12.345834587905333
256,257,60,FV,8791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,503,0,361,GasA,Ex,Y,SBrkr,6.761572768804055,864,0,7.454719949364001,0,0,2,1,3,1,Gd,Typ,0,673,Y,216,56,0,0,0,0,0,5,2008,WD,Normal,12.24288661865289
257,258,20,RL,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1334,0,270,GasA,Ex,Y,SBrkr,7.38025578842646,0,0,7.38025578842646,1,0,2,1,3,1,Gd,Typ,1,660,Y,123,110,0,0,0,0,0,3,2009,WD,Abnorml,12.301382825334498
258,259,60,RL,12435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,361,0,602,GasA,Ex,Y,SBrkr,6.870053411798126,829,0,7.491087593534876,0,0,2,1,3,1,Gd,Typ,1,564,Y,0,96,0,245,0,0,0,5,2008,WD,Normal,12.352335152508426
259,260,20,RM,12702,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,TA,TA,PConc,0,0,0,GasA,Gd,Y,FuseA,6.782192056006791,0,0,6.782192056006791,0,0,1,0,2,1,TA,Typ,0,308,Y,0,45,0,0,0,0,0,12,2008,WD,Normal,11.48246625748552
260,261,80,RL,19296,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,672,690,0,GasA,TA,Y,SBrkr,7.231287004327616,0,0,7.231287004327616,1,0,1,0,3,1,TA,Typ,1,884,Y,0,0,252,0,0,0,0,5,2009,WD,Normal,12.078239274020289
261,262,60,RL,9588,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,0,0,1482,GasA,Ex,Y,SBrkr,7.301147805856032,1092,0,7.853216388156072,0,0,2,1,3,1,Ex,Typ,1,868,Y,0,148,0,0,0,0,0,11,2007,New,Partial,12.528156144699286
262,263,80,RL,8471,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,506,0,0,GasA,TA,Y,SBrkr,7.10002716662926,0,0,7.10002716662926,1,0,1,0,3,1,TA,Typ,1,492,Y,292,12,0,0,0,0,0,7,2006,WD,Normal,11.925035115797062
263,264,50,RM,5500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,234,692,0,GasA,TA,Y,SBrkr,6.8308742346461795,0,390,7.182352111885263,1,0,1,0,3,1,TA,Typ,0,484,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,11.77528972943772
264,265,30,RM,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,680,GasA,Gd,N,FuseP,6.638567789166521,0,0,6.638567789166521,0,0,1,0,2,1,TA,Typ,0,504,N,0,0,0,0,0,0,0,6,2008,WD,Normal,11.198214720130528
265,266,20,RL,12090,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,588,228,606,GasA,TA,Y,SBrkr,7.259819610363186,0,0,7.259819610363186,0,0,2,0,3,1,Gd,Typ,1,576,Y,276,0,0,0,0,0,0,6,2008,WD,Normal,12.075394321888057
266,267,60,RL,11207,Pave,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,714,0,88,GasA,Gd,Y,SBrkr,6.687108607866515,709,0,7.32052696227274,1,0,2,1,3,1,TA,Typ,1,413,Y,95,75,0,0,0,0,0,6,2006,WD,Normal,12.128111104060462
267,268,75,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,378,0,342,GasA,Ex,Y,SBrkr,6.9584483932976555,720,420,7.692569648067906,0,0,2,1,4,1,Gd,Typ,1,240,Y,262,24,0,0,0,0,0,7,2008,WD,Normal,12.097930486910471
268,269,30,RM,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,403,125,212,GasA,Ex,Y,SBrkr,6.656726524178391,0,0,6.656726524178391,0,0,1,0,2,1,TA,Typ,1,924,Y,0,25,0,0,0,0,0,2,2008,WD,Normal,11.699405031912846
269,270,20,RL,7917,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,751,0,392,GasA,TA,Y,SBrkr,7.014814351275545,0,0,7.014814351275545,1,0,1,1,3,1,TA,Typ,1,504,Y,370,30,0,0,0,0,0,5,2007,WD,Normal,11.904967552746252
270,271,60,FV,10728,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1095,GasA,Gd,Y,SBrkr,6.9985096422506015,844,0,7.569927655242652,0,0,2,1,3,1,Gd,Typ,1,1053,Y,192,51,0,0,0,0,0,8,2006,New,Partial,12.491251587763836
271,272,20,RL,39104,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,TA,TA,CBlock,226,1063,96,GasA,Ex,Y,SBrkr,7.217443431696533,0,0,7.217443431696533,1,0,1,0,2,1,TA,Mod,2,439,Y,81,0,0,0,0,0,0,4,2008,WD,Normal,12.394624752074764
272,273,60,RL,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,524,0,628,GasA,Ex,Y,SBrkr,7.059617628291383,1106,0,7.727535110475448,0,0,2,1,4,1,Gd,Typ,1,671,Y,132,57,0,0,0,0,0,4,2010,WD,Normal,12.577636201962656
273,274,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,620,620,0,GasA,Gd,Y,SBrkr,7.397561535524052,0,0,7.397561535524052,1,0,2,0,3,1,TA,Min1,1,338,Y,289,0,0,0,0,0,0,4,2009,WD,Normal,11.842229212112828
274,275,20,RL,8314,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,TA,TA,CBlock,546,0,270,GasA,TA,Y,SBrkr,6.704414354964107,0,0,6.704414354964107,0,0,1,0,2,1,TA,Typ,0,264,Y,168,0,0,0,0,0,0,6,2007,WD,Normal,11.732060994886899
275,276,50,RL,7264,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,BrkTil,0,0,952,GasW,Gd,N,SBrkr,6.858565034791365,596,0,7.344719054149673,0,0,2,1,3,1,Ex,Typ,0,672,Y,74,0,0,0,144,0,0,10,2009,WD,Normal,12.230765258120545
276,277,20,RL,9196,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1560,GasA,Ex,Y,SBrkr,7.352441100243583,0,0,7.352441100243583,0,0,2,0,3,1,Gd,Typ,0,573,Y,100,150,0,0,0,0,0,4,2010,WD,Normal,12.211060187041213
277,278,20,RL,19138,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,120,0,744,GasA,Ex,Y,SBrkr,6.761572768804055,0,0,6.761572768804055,0,0,1,0,2,1,TA,Typ,0,400,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,11.856515169360305
278,279,20,RL,14450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Ex,TA,PConc,0,0,2121,GasA,Ex,Y,SBrkr,7.659642954564682,0,0,7.659642954564682,0,0,2,1,3,1,Ex,Typ,1,732,Y,124,98,0,0,142,0,0,5,2007,New,Partial,12.936751613811438
279,280,60,RL,10005,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,392,0,768,GasA,Ex,Y,SBrkr,7.052721049232323,866,0,7.611842399580417,0,0,2,1,4,1,TA,Typ,1,505,Y,288,117,0,0,0,0,0,3,2008,WD,Normal,12.165250651009918
280,281,60,RL,11287,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,Gd,TA,CBlock,421,0,386,GasA,Gd,Y,SBrkr,7.069023426578259,807,0,7.591861714889934,0,0,2,1,3,1,Gd,Typ,1,575,Y,0,84,0,196,0,0,0,1,2007,WD,Normal,12.339291489316397
281,282,20,FV,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,905,0,357,GasA,Gd,Y,SBrkr,7.140453043101158,0,0,7.140453043101158,0,0,2,0,2,1,Gd,Typ,0,572,Y,0,120,0,0,0,0,0,5,2006,New,Partial,12.128111104060462
282,283,120,RL,5063,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,904,0,410,GasA,Ex,Y,SBrkr,7.1808311990445555,0,0,7.1808311990445555,1,0,2,0,2,1,Gd,Typ,1,626,Y,172,62,0,0,0,0,0,4,2009,ConLw,Normal,12.24288661865289
283,284,20,RL,9612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1468,GasA,Ex,Y,SBrkr,7.291656209174461,0,0,7.291656209174461,0,0,2,0,3,1,Gd,Typ,1,898,Y,210,150,0,0,0,0,0,12,2009,New,Partial,12.407379502235209
284,285,120,RL,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,Gd,TA,PConc,430,0,1145,GasA,Gd,Y,SBrkr,7.362010551259734,0,0,7.362010551259734,1,0,2,0,2,1,Gd,Typ,0,529,Y,0,0,52,0,0,0,0,7,2007,WD,Normal,12.096257779522967
285,286,160,FV,4251,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,0,0,625,GasA,Ex,Y,SBrkr,6.437751649736401,625,0,7.1308988302963465,0,0,2,1,2,1,Gd,Typ,0,528,Y,0,54,0,0,0,0,0,6,2007,New,Partial,12.011880916165731
286,287,50,RL,9786,Pave,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,600,0,312,GasA,TA,Y,SBrkr,6.98933526597456,649,0,7.458186157340487,0,0,1,1,3,1,Gd,Typ,1,440,Y,0,0,0,0,128,0,0,6,2006,WD,Normal,11.976659481202368
287,288,20,RL,8125,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,614,0,244,GasA,TA,Y,SBrkr,6.754604099487962,0,0,6.754604099487962,0,0,1,0,3,1,TA,Typ,0,0,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,11.385092093460344
288,289,20,RL,9819,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,450,0,432,GasA,TA,Y,SBrkr,6.802394763324311,0,0,6.802394763324311,0,0,1,0,3,1,TA,Typ,0,280,Y,0,0,0,0,0,0,0,2,2010,WD,Normal,11.711776323715394
289,290,70,RL,8730,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,698,GasA,Ex,Y,FuseA,6.548219102762372,698,0,7.241366283322318,0,0,1,0,3,1,TA,Typ,0,384,Y,0,0,0,0,259,0,0,7,2007,WD,Normal,11.941944326032129
290,291,60,RL,15611,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1079,GasA,Ex,Y,SBrkr,6.983789965258135,840,0,7.5595594960077,0,0,2,1,3,1,Gd,Typ,1,685,Y,0,51,0,0,0,0,0,7,2006,New,Partial,12.359780370124389
291,292,190,RL,5687,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,TA,Fa,PConc,210,0,570,GasA,Ex,N,SBrkr,6.841615476477592,780,0,7.447751280047908,1,0,2,0,6,1,Fa,Typ,0,0,N,0,184,0,0,0,0,0,3,2008,WD,Normal,11.819674600139235
292,293,50,RL,11409,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,292,0,476,GasA,Gd,Y,SBrkr,7.045776576879511,568,0,7.447751280047908,0,0,1,1,3,1,TA,Min2,1,281,Y,0,0,0,0,160,0,0,1,2009,WD,Normal,11.782952602183288
293,294,60,RL,16659,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,795,0,0,GasA,Fa,Y,SBrkr,7.291656209174461,795,0,7.724446645633537,1,0,2,1,3,1,Gd,Typ,1,539,Y,0,250,0,0,0,0,0,3,2006,WD,Normal,12.367340793126296
294,295,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1285,0,131,GasA,TA,Y,SBrkr,7.404887575616125,0,0,7.404887575616125,1,0,1,0,3,1,TA,Typ,2,418,Y,110,0,0,0,0,0,0,10,2009,WD,Normal,12.025749091398891
295,296,80,RL,7937,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,819,0,184,GasA,TA,Y,SBrkr,6.910750787961936,0,0,6.910750787961936,1,0,1,0,3,1,TA,Typ,0,588,Y,120,0,0,0,0,0,0,3,2006,WD,Normal,11.867097278690842
296,297,50,RM,13710,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,420,0,490,GasA,TA,Y,FuseA,6.813444599510896,648,0,7.351158226430694,0,0,1,1,4,1,TA,Typ,0,282,Y,289,0,0,0,0,0,0,6,2007,WD,Normal,11.931635799828413
297,298,60,FV,7399,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,649,0,326,GasA,Ex,Y,SBrkr,6.882437470997847,975,0,7.575584651557793,0,0,2,1,3,1,Gd,Typ,1,576,Y,0,10,0,0,198,0,0,6,2007,WD,Normal,12.384218830913648
298,299,60,RL,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,Gd,TA,CBlock,384,175,143,GasA,Gd,Y,SBrkr,6.947937068614969,702,0,7.463363045520021,0,1,1,2,3,1,TA,Typ,1,539,Y,224,0,0,0,0,0,0,6,2007,WD,Normal,12.072541252905651
299,300,20,RL,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,0,0,1092,GasA,Ex,Y,SBrkr,7.049254841255837,0,0,7.049254841255837,0,1,1,0,3,1,Gd,Typ,1,300,Y,0,36,0,0,0,0,0,8,2009,WD,Family,11.973509872299472
300,301,190,RL,15750,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,841,0,324,GasA,TA,Y,SBrkr,7.197435354096591,0,0,7.197435354096591,1,0,1,0,2,1,TA,Typ,2,375,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,11.964001084330445
301,302,60,RL,16226,Pave,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,281,0,747,GasA,Ex,Y,SBrkr,7.098375638590786,1242,0,7.804659297056102,0,0,2,1,4,1,Gd,Typ,1,683,Y,208,50,0,0,0,0,0,5,2007,WD,Normal,12.495003937382387
